"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
20.0002777777778, 431.257528156078, 50.9982673583891, 431.257528156078, 434.262453897235, 21.6332596888726, 10.0360612264989, 21.6332596888726
