NAME,HV_BUS,MV_BUS,LV_BUS,VN_HV_KV,VN_MV_KV,VN_LV_KV,SN_HV_MVA,SN_MV_MVA,SN_LV_MVA,VK_HV_PERCENT,VK_MV_PERCENT,VK_LV_PERCENT,VKR_HV_PERCENT,VKR_MV_PERCENT,VKR_LV_PERCENT,PFE_KW,I0_PERCENT
TRANSFORMER_3W,SOURCEBUS,BUSMVFLX1,BUSMV_TERSUB,138,34.5,13.8,30.0,30.0,30.0,11.1,11.1,11.1,0.25,0.030,0.035,0,0
