NAME,BUS,BASE_KV,BASE_KW,BASE_KVAR,PHASES,LOADSHAPE,KWH,COMMUNITY
1FFLX513,BUSLVFLX623,0.24,1.0,0.1,1,curve413_00R,408.03,1
1FFLX514,BUSLVFLX781,0.24,1.0,0.1,1,curve283_00R,284.9,13
3FFLX515,BUSLVFLX1272,0.24,1.0,0.1,3,curve264_00R,261.47,22
1FFLX516,BUSLVFLX1053,0.24,1.0,0.1,1,curve313_00R,315.1,3
1FFLX517,BUSLVFLX942,0.24,1.0,0.1,1,curve269_45R,266.81,14
1FFLX518,BUSLVFLX486,0.24,1.0,0.1,1,curve269_45R,266.81,12
1FFLX519,BUSLVFLX1012,0.24,1.0,0.1,1,curve423_36R,428.16,17
1FFLX520,BUSLVFLX668,0.24,1.0,0.1,1,curve353_33R,352.44,3
1FFLX521,BUSLVFLX192,0.24,1.0,0.1,1,curve292_50R,292.47,29
1FFLX522,BUSLVFLX684,0.24,1.0,0.1,1,curve390_02R,387.79,22
1FFLX523,BUSLVFLX240,0.24,1.0,0.1,1,curve401_82R,399.45,17
1FFLX524,BUSLVFLX897,0.24,1.0,0.1,1,curve413_00R,408.03,3
1FFLX525,BUSLVFLX754,0.24,1.0,0.1,1,curve325_00R,325.33,20
1FFLX526,BUSLVFLX263,0.24,1.0,0.1,1,curve339_00R,341.25,12
1FFLX527,BUSLVFLX889,0.24,1.0,0.1,1,curve269_45R,266.81,12
1FFLX528,BUSLVFLX391,0.24,1.0,0.1,1,curve248_00R,250.41,1
1FFLX529,BUSLVFLX981,0.24,1.0,0.1,1,curve283_00R,287.43,20
1FFLX530,BUSLVFLX379,0.24,1.0,0.1,1,curve283_00R,284.9,1
1FFLX531,BUSLVFLX375,0.24,1.0,0.1,1,curve304_21R,307.53,3
1FFLX532,BUSLVFLX476,0.24,1.0,0.1,1,curve242_00R,241.72,12
1FFLX533,BUSLVFLX884,0.24,1.0,0.1,1,curve219_48R,219.36,29
1FFLX534,BUSLVFLX643,0.24,1.0,0.1,1,curve506_00R,505.37,3
1FFLX535,BUSLVFLX271,0.24,1.0,0.1,1,curve423_36R,428.16,29
3FFLX536,BUSLVFLX1225,0.24,1.0,0.1,3,curve264_00R,261.47,3
1FFLX537,BUSLVFLX222,0.24,1.0,0.1,1,curve353_33R,352.44,29
3FFLX538,BUSLVFLX1259,0.24,1.0,0.1,3,curve215_30R,215.84,17
1FFLX539,BUSLVFLX693,0.24,1.0,0.1,1,curve434_00R,434.08,29
3FFLX540,BUSLVFLX1277,0.24,1.0,0.1,3,curve292_50R,292.47,11
1FFLX541,BUSLVFLX174,0.24,1.0,0.1,1,curve361_00R,361.28,19
1FFLX542,BUSLVFLX504,0.24,1.0,0.1,1,curve313_00R,310.04,1
1FFLX543,BUSLVFLX851,0.24,1.0,0.1,1,curve459_00R,455.48,28
1FFLX544,BUSLVFLX59,0.24,1.0,0.1,1,curve248_00R,250.41,20
1FFLX545,BUSLVFLX178,0.24,1.0,0.1,1,curve304_21R,307.53,18
1FFLX546,BUSLVFLX466,0.24,1.0,0.1,1,curve401_82R,403.64,1
1FFLX547,BUSLVFLX918,0.24,1.0,0.1,1,curve413_00R,412.64,11
1FFLX548,BUSLVFLX737,0.24,1.0,0.1,1,curve380_00R,380.64,17
1FFLX549,BUSLVFLX304,0.24,1.0,0.1,1,curve248_00R,250.41,13
1FFLX550,BUSLVFLX416,0.24,1.0,0.1,1,curve313_00R,315.1,12
3FFLX551,BUSLVFLX1092,0.24,1.0,0.1,3,curve459_00R,455.48,21
1FFLX552,BUSLVFLX751,0.24,1.0,0.1,1,curve401_82R,399.45,11
1FFLX553,BUSLVFLX235,0.24,1.0,0.1,1,curve313_00R,317.64,29
1FFLX554,BUSLVFLX615,0.24,1.0,0.1,1,curve225_00R,222.78,3
3FFLX555,BUSLVFLX1286,0.24,1.0,0.1,3,curve390_02R,395.42,17
1FFLX556,BUSLVFLX269,0.24,1.0,0.1,1,curve445_44R,440.51,13
1FFLX557,BUSLVFLX377,0.24,1.0,0.1,1,curve230_00R,229.37,17
1FFLX558,BUSLVFLX772,0.24,1.0,0.1,1,curve215_30R,215.84,14
1FFLX559,BUSLVFLX358,0.24,1.0,0.1,1,curve459_00R,464.49,11
3FFLX560,BUSLVFLX1094,0.24,1.0,0.1,3,curve230_00R,229.37,14
1FFLX561,BUSLVFLX530,0.24,1.0,0.1,1,curve275_00R,277.25,11
1FFLX562,BUSLVFLX217,0.24,1.0,0.1,1,curve275_00R,274.67,13
1FFLX563,BUSLVFLX820,0.24,1.0,0.1,1,curve369_00R,367.45,22
1FFLX564,BUSLVFLX417,0.24,1.0,0.1,1,curve313_00R,310.04,13
1FFLX565,BUSLVFLX689,0.24,1.0,0.1,1,curve299_22R,300.0,13
1FFLX566,BUSLVFLX876,0.24,1.0,0.1,1,curve332_00R,333.19,1
1FFLX567,BUSLVFLX211,0.24,1.0,0.1,1,curve313_00R,310.04,20
1FFLX568,BUSLVFLX428,0.24,1.0,0.1,1,curve369_00R,367.45,3
3FFLX569,BUSLVFLX1185,0.24,1.0,0.1,3,curve445_44R,447.58,11
3FFLX570,BUSLVFLX1236,0.24,1.0,0.1,3,curve225_00R,226.12,3
1FFLX571,BUSLVFLX882,0.24,1.0,0.1,1,curve346_00R,346.77,28
1FFLX572,BUSLVFLX660,0.24,1.0,0.1,1,curve369_00R,367.45,22
1FFLX573,BUSLVFLX405,0.24,1.0,0.1,1,curve219_48R,219.36,18
1FFLX574,BUSLVFLX860,0.24,1.0,0.1,1,curve275_00R,277.25,14
1FFLX575,BUSLVFLX695,0.24,1.0,0.1,1,curve275_00R,274.67,12
1FFLX576,BUSLVFLX366,0.24,1.0,0.1,1,curve325_00R,325.33,1
1FFLX577,BUSLVFLX290,0.24,1.0,0.1,1,curve380_00R,380.64,1
1FFLX578,BUSLVFLX711,0.24,1.0,0.1,1,curve255_96R,256.01,1
1FFLX579,BUSLVFLX949,0.24,1.0,0.1,1,curve459_00R,464.49,12
1FFLX580,BUSLVFLX775,0.24,1.0,0.1,1,curve332_00R,330.55,15
1FFLX581,BUSLVFLX230,0.24,1.0,0.1,1,curve292_50R,292.47,17
1FFLX582,BUSLVFLX251,0.24,1.0,0.1,1,curve339_00R,338.53,17
3FFLX583,BUSLVFLX1082,0.24,1.0,0.1,3,curve235_80R,238.72,3
1FFLX584,BUSLVFLX1021,0.24,1.0,0.1,1,curve255_96R,256.01,29
1FFLX585,BUSLVFLX1065,0.24,1.0,0.1,1,curve353_33R,355.34,13
1FFLX586,BUSLVFLX490,0.24,1.0,0.1,1,curve434_00R,434.08,22
1FFLX587,BUSLVFLX150,0.24,1.0,0.1,1,curve215_30R,215.84,18
1FFLX588,BUSLVFLX383,0.24,1.0,0.1,1,curve380_00R,377.22,11
1FFLX589,BUSLVFLX898,0.24,1.0,0.1,1,curve242_00R,241.72,22
3FFLX590,BUSLVFLX1240,0.24,1.0,0.1,3,curve332_00R,333.19,18
3FFLX591,BUSLVFLX1261,0.24,1.0,0.1,3,curve299_22R,300.0,17
1FFLX592,BUSLVFLX931,0.24,1.0,0.1,1,curve346_00R,346.77,12
3FFLX593,BUSLVFLX1077,0.24,1.0,0.1,3,curve530_25R,532.63,1
1FFLX594,BUSLVFLX706,0.24,1.0,0.1,1,curve325_00R,327.93,13
1FFLX595,BUSLVFLX559,0.24,1.0,0.1,1,curve470_34R,475.07,3
1FFLX596,BUSLVFLX610,0.24,1.0,0.1,1,curve332_00R,330.55,20
1FFLX597,BUSLVFLX1057,0.24,1.0,0.1,1,curve242_00R,241.72,3
1FFLX598,BUSLVFLX424,0.24,1.0,0.1,1,curve346_00R,343.99,17
1FFLX599,BUSLVFLX909,0.24,1.0,0.1,1,curve401_82R,399.45,29
1FFLX600,BUSLVFLX934,0.24,1.0,0.1,1,curve275_00R,277.25,11
1FFLX601,BUSLVFLX669,0.24,1.0,0.1,1,curve235_80R,235.67,3
1FFLX602,BUSLVFLX84,0.24,1.0,0.1,1,curve269_45R,266.81,20
1FFLX603,BUSLVFLX194,0.24,1.0,0.1,1,curve369_00R,367.45,29
1FFLX604,BUSLVFLX68,0.24,1.0,0.1,1,curve225_00R,226.12,20
1FFLX605,BUSLVFLX89,0.24,1.0,0.1,1,curve313_00R,310.04,17
3FFLX606,BUSLVFLX1214,0.24,1.0,0.1,3,curve269_45R,269.45,13
1FFLX607,BUSLVFLX259,0.24,1.0,0.1,1,curve248_00R,250.41,3
1FFLX608,BUSLVFLX401,0.24,1.0,0.1,1,curve230_00R,232.55,1
3FFLX609,BUSLVFLX1133,0.24,1.0,0.1,3,curve283_00R,282.36,17
1FFLX610,BUSLVFLX512,0.24,1.0,0.1,1,curve332_00R,333.19,11
1FFLX611,BUSLVFLX676,0.24,1.0,0.1,1,curve390_02R,395.42,20
1FFLX612,BUSLVFLX818,0.24,1.0,0.1,1,curve353_33R,355.34,13
1FFLX613,BUSLVFLX484,0.24,1.0,0.1,1,curve339_00R,335.85,31
1FFLX614,BUSLVFLX226,0.24,1.0,0.1,1,curve361_00R,364.33,3
1FFLX615,BUSLVFLX577,0.24,1.0,0.1,1,curve390_02R,391.54,2
1FFLX616,BUSLVFLX616,0.24,1.0,0.1,1,curve301_77R,302.51,11
1FFLX617,BUSLVFLX958,0.24,1.0,0.1,1,curve325_00R,320.19,18
1FFLX618,BUSLVFLX932,0.24,1.0,0.1,1,curve369_00R,367.45,3
1FFLX619,BUSLVFLX814,0.24,1.0,0.1,1,curve401_82R,403.64,18
1FFLX620,BUSLVFLX64,0.24,1.0,0.1,1,curve401_82R,399.45,19
3FFLX621,BUSLVFLX1194,0.24,1.0,0.1,3,curve301_77R,302.51,17
1FFLX622,BUSLVFLX658,0.24,1.0,0.1,1,curve423_36R,422.65,12
1FFLX623,BUSLVFLX413,0.24,1.0,0.1,1,curve459_00R,464.49,1
1FFLX624,BUSLVFLX622,0.24,1.0,0.1,1,curve255_96R,256.01,1
1FFLX625,BUSLVFLX516,0.24,1.0,0.1,1,curve242_00R,241.72,28
3FFLX626,BUSLVFLX1150,0.24,1.0,0.1,3,curve313_00R,315.1,29
1FFLX627,BUSLVFLX974,0.24,1.0,0.1,1,curve332_00R,330.55,13
1FFLX628,BUSLVFLX452,0.24,1.0,0.1,1,curve313_00R,312.57,17
3FFLX629,BUSLVFLX1275,0.24,1.0,0.1,3,curve325_00R,322.75,14
1FFLX630,BUSLVFLX1394,0.24,1.0,0.1,1,curve255_96R,258.75,13
1FFLX631,BUSLVFLX1334,0.24,1.0,0.1,1,curve275_00R,274.67,3
1FFLX632,BUSLVFLX1399,0.24,1.0,0.1,1,curve445_44R,440.51,1
1FFLX633,BUSLVFLX1322,0.24,1.0,0.1,1,curve470_34R,475.07,13
1FFLX634,BUSLVFLX1364,0.24,1.0,0.1,1,curve361_00R,364.33,11
3FFLX635,BUSLVFLX287,0.208,1.0,0.1,3,curve339_00R,338.53,20
1FFLX636,BUSLVFLX301,0.24,1.0,0.1,1,curve304_21R,305.02,12
3FFLX637,BUSLVFLX1250,0.24,1.0,0.1,3,curve481_00R,488.08,17
1FFLX638,BUSLVFLX303,0.24,1.0,0.1,1,curve313_00R,310.04,3
3FFLX639,BUSLVFLX1391,0.24,1.0,0.1,3,curve242_00R,241.72,20
3FFLX640,BUSLVFLX1234,0.24,1.0,0.1,3,curve275_00R,274.67,20
3FFLX641,BUSLVFLX1389,0.24,1.0,0.1,3,curve445_44R,447.58,12
3FFLX642,BUSLVFLX1211,0.24,1.0,0.1,3,curve530_25R,532.63,13
1FFLX643,BUSLVFLX338,0.24,1.0,0.1,1,curve339_00R,338.53,29
1FFLX644,BUSLVFLX70,0.24,1.0,0.1,1,curve283_00R,279.81,29
3FFLX645,BUSLVFLX1230,0.24,1.0,0.1,3,curve346_00R,349.59,1
1FFLX646,BUSLVFLX1354,0.24,1.0,0.1,1,curve339_00R,338.53,12
1FFLX647,BUSLVFLX1317,0.24,1.0,0.1,1,curve369_00R,373.88,14
1FFLX648,BUSLVFLX1299,0.24,1.0,0.1,1,curve353_33R,355.34,17
1FFLX649,BUSLVFLX1047,0.24,1.0,0.1,1,curve445_44R,447.58,12
1FFLX650,BUSLVFLX1400,0.24,1.0,0.1,1,curve255_96R,256.01,29
1FFLX651,BUSLVFLX1383,0.24,1.0,0.1,1,curve530_25R,532.63,13
1FFLX652,BUSLVFLX1349,0.24,1.0,0.1,1,curve361_00R,358.28,17
1FFLX653,BUSLVFLX54,0.24,1.0,0.1,1,curve248_00R,250.41,14
1FFLX654,BUSLVFLX72,0.24,1.0,0.1,1,curve361_00R,364.33,17
