COST_S
0.00191851
0.00196901
0.00116645
0.000678457
0.000775961
0.000676342
0.000788923
0.00135891
0.0184
0.00217974
0.0253166
0.0133246
0.0194093
0.00231987
0.00460744
0.003732
0.0028064
0.000920777
0.000658793
0.000490102
0.000624779
0.000657118
0.00100624
0.00131813
