NAME,BUS_FROM,BUS_TO,LENGTH[M],GEOMETRY,BASE_KV
LV1FFLX503,BUSLVFLX533,BUSLVFLX527,2.6507,Linecode=TRPX6AAC,0.12
LV1FFLX504,BUSLVFLX536,BUSLVFLX528,2.8072,Linecode=TRPX6AAC,0.12
LV1FFLX505,BUSLVFLX538,BUSLVFLX528,3.8049,Linecode=TRPX6AAC,0.12
LV1FFLX506,BUSLVFLX539,BUSLVFLX528,3.631,Linecode=TRPX6AAC,0.12
LV1FFLX507,BUSLVFLX529,BUSLVFLX546,11.0199,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX508,BUSLVFLX555,BUSLVFLX529,14.0165,Linecode=TRPX6AAC,0.12
LV1FFLX509,BUSLVFLX532,BUSLVFLX537,2.8725,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX510,BUSLVFLX541,BUSLVFLX532,4.7394,Linecode=TRPX6AAC,0.12
LV1FFLX511,BUSLVFLX535,BUSLVFLX534,10.8872,Linecode=TRPX6AAC,0.12
LV1FFLX512,BUSLVFLX534,BUSLVFLX557,12.9775,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX513,BUSLVFLX537,BUSLVFLX544,4.3495,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX514,BUSLVFLX545,BUSLVFLX537,8.0337,Linecode=TRPX6AAC,0.12
LV1FFLX515,BUSLVFLX543,BUSLVFLX540,9.8423,Linecode=TRPX6AAC,0.12
LV1FFLX516,BUSLVFLX549,BUSLVFLX540,7.1265,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX517,BUSLVFLX542,BUSLVFLX553,11.9443,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX518,BUSLVFLX544,BUSLVFLX547,2.7789,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX519,BUSLVFLX556,BUSLVFLX544,14.6311,Linecode=TRPX6AAC,0.12
LV1FFLX520,BUSLVFLX551,BUSLVFLX546,4.9049,Linecode=TRPX6AAC,0.12
LV1FFLX521,BUSLVFLX546,BUSLVFLX554,7.0321,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX522,BUSLVFLX548,BUSLVFLX547,14.3648,Linecode=TRPX6AAC,0.12
LV1FFLX523,BUSLVFLX547,BUSLVFLX550,3.4159,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX524,BUSLVFLX560,BUSLVFLX549,8.0881,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX525,BUSLVFLX565,BUSLVFLX549,11.2309,Linecode=TRPX6AAC,0.12
LV1FFLX526,BUSLVFLX559,BUSLVFLX550,4.8645,Linecode=TRPX6AAC,0.12
LV1FFLX527,BUSLVFLX550,BUSLVFLX561,6.725,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX528,BUSLVFLX552,BUSLVFLX553,13.2386,Linecode=TRPX6AAC,0.12
LV1FFLX529,BUSLVFLX553,BUSLVFLX566,6.7443,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX530,BUSLVFLX554,BUSLVFLX573,9.027,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX531,BUSLVFLX576,BUSLVFLX554,11.0524,Linecode=TRPX6AAC,0.12
LV1FFLX532,BUSLVFLX558,BUSLVFLX557,9.2775,Linecode=TRPX6AAC,0.12
LV1FFLX533,BUSLVFLX557,BUSLVFLX586,10.8294,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX534,BUSLVFLX573,BUSLVFLX560,3.8302,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX535,BUSLVFLX588,BUSLVFLX560,12.824,Linecode=TRPX6AAC,0.12
LV1FFLX536,BUSLVFLX578,BUSLVFLX561,6.6325,Linecode=TRPX6AAC,0.12
LV1FFLX537,BUSLVFLX561,BUSLVFLX598,18.1593,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX538,BUSLVFLX562,BUSLVFLX563,1.8136,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX539,BUSLVFLX562,BUSLVFLX9,5.5316,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX540,BUSLVFLX564,BUSLVFLX562,9.8123,Linecode=TRPX6AAC,0.12
LV1FFLX541,BUSLVFLX567,BUSLVFLX562,1.9798,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX542,BUSLVFLX566,BUSLVFLX569,0.5151,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX543,BUSLVFLX577,BUSLVFLX566,9.11,Linecode=TRPX6AAC,0.12
LV1FFLX544,BUSLVFLX568,BUSLVFLX567,17.1294,Linecode=TRPX6AAC,0.12
LV1FFLX545,BUSLVFLX571,BUSLVFLX567,1.6172,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX546,BUSLVFLX569,BUSLVFLX570,0.6784,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX547,BUSLVFLX585,BUSLVFLX569,8.1077,Linecode=TRPX6AAC,0.12
LV1FFLX548,BUSLVFLX570,BUSLVFLX572,0.6687,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX549,BUSLVFLX591,BUSLVFLX570,9.7016,Linecode=TRPX6AAC,0.12
LV1FFLX550,BUSLVFLX575,BUSLVFLX571,9.3127,Linecode=TRPX6AAC,0.12
LV1FFLX551,BUSLVFLX583,BUSLVFLX571,7.3408,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX552,BUSLVFLX572,BUSLVFLX582,4.8244,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX553,BUSLVFLX602,BUSLVFLX572,15.6309,Linecode=TRPX2AAC,0.12
LV1FFLX554,BUSLVFLX584,BUSLVFLX573,6.2242,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX555,BUSLVFLX574,BUSLVFLX575,2.3848,Linecode=TRPX6AAC,0.12
LV1FFLX556,BUSLVFLX579,BUSLVFLX575,2.3026,Linecode=TRPX6AAC,0.12
LV1FFLX557,BUSLVFLX580,BUSLVFLX575,2.5192,Linecode=TRPX6AAC,0.12
LV1FFLX558,BUSLVFLX581,BUSLVFLX582,19.9958,Linecode=TRPX6AAC,0.12
LV1FFLX559,BUSLVFLX582,BUSLVFLX598,12.322,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX560,BUSLVFLX590,BUSLVFLX583,10.3666,Linecode=TRPX6AAC,0.12
LV1FFLX561,BUSLVFLX592,BUSLVFLX583,7.2009,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX562,BUSLVFLX593,BUSLVFLX584,6.0013,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX563,BUSLVFLX612,BUSLVFLX584,14.5228,Linecode=TRPX6AAC,0.12
LV1FFLX564,BUSLVFLX587,BUSLVFLX586,13.9395,Linecode=TRPX6AAC,0.12
LV1FFLX565,BUSLVFLX589,BUSLVFLX586,16.6015,Linecode=TRPX6AAC,0.12
LV1FFLX566,BUSLVFLX586,BUSLVFLX611,12.0634,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX567,BUSLVFLX594,BUSLVFLX592,2.0278,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX568,BUSLVFLX595,BUSLVFLX592,8.2335,Linecode=TRPX6AAC,0.12
LV1FFLX569,BUSLVFLX596,BUSLVFLX593,2.9118,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX570,BUSLVFLX628,BUSLVFLX593,13.4029,Linecode=TRPX6AAC,0.12
LV1FFLX571,BUSLVFLX599,BUSLVFLX594,3.6052,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX572,BUSLVFLX603,BUSLVFLX594,6.948,Linecode=TRPX6AAC,0.12
LV1FFLX573,BUSLVFLX597,BUSLVFLX596,13.0033,Linecode=TRPX6AAC,0.12
LV1FFLX574,BUSLVFLX601,BUSLVFLX596,3.9243,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX575,BUSLVFLX642,BUSLVFLX596,17.319,Linecode=TRPX6AAC,0.12
LV1FFLX576,BUSLVFLX598,BUSLVFLX607,3.8366,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX577,BUSLVFLX600,BUSLVFLX599,0.6847,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX578,BUSLVFLX652,BUSLVFLX599,16.7946,Linecode=TRPX6AAC,0.12
LV1FFLX579,BUSLVFLX613,BUSLVFLX600,5.1055,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX580,BUSLVFLX643,BUSLVFLX600,13.4673,Linecode=TRPX6AAC,0.12
LV1FFLX581,BUSLVFLX605,BUSLVFLX601,0.5729,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX582,BUSLVFLX671,BUSLVFLX601,20.4147,Linecode=TRPX6AAC,0.12
LV1FFLX583,BUSLVFLX615,BUSLVFLX602,3.3604,Linecode=TRPX6AAC,0.12
LV1FFLX584,BUSLVFLX618,BUSLVFLX602,3.5275,Linecode=TRPX6AAC,0.12
LV1FFLX585,BUSLVFLX604,BUSLVFLX605,10.2977,Linecode=TRPX6AAC,0.12
LV1FFLX586,BUSLVFLX614,BUSLVFLX605,2.9558,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX587,BUSLVFLX606,BUSLVFLX607,14.0256,Linecode=TRPX6AAC,0.12
LV1FFLX588,BUSLVFLX607,BUSLVFLX617,3.4251,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX589,BUSLVFLX608,BUSLVFLX609,2.7775,Linecode=TRPX6AAC,0.12
LV1FFLX590,BUSLVFLX610,BUSLVFLX609,2.7213,Linecode=TRPX6AAC,0.12
LV1FFLX591,BUSLVFLX620,BUSLVFLX609,3.2381,Linecode=TRPX6AAC,0.12
LV1FFLX592,BUSLVFLX609,BUSLVFLX634,17.6456,Linecode=TRPX2AAC,0.12
LV1FFLX593,BUSLVFLX621,BUSLVFLX613,3.0318,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX594,BUSLVFLX645,BUSLVFLX613,12.6041,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX595,BUSLVFLX624,BUSLVFLX614,2.7152,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX596,BUSLVFLX677,BUSLVFLX614,18.6665,Linecode=TRPX6AAC,0.12
LV1FFLX597,BUSLVFLX616,BUSLVFLX617,17.0653,Linecode=TRPX6AAC,0.12
LV1FFLX598,BUSLVFLX617,BUSLVFLX619,0.1735,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX599,BUSLVFLX623,BUSLVFLX619,9.5573,Linecode=TRPX6AAC,0.12
LV1FFLX600,BUSLVFLX619,BUSLVFLX629,4.1154,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX601,BUSLVFLX622,BUSLVFLX621,17.1597,Linecode=TRPX6AAC,0.12
LV1FFLX602,BUSLVFLX636,BUSLVFLX621,7.0541,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX603,BUSLVFLX627,BUSLVFLX624,0.12,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX604,BUSLVFLX683,BUSLVFLX624,18.829,Linecode=TRPX6AAC,0.12
LV3FFLX605,BUSLVFLX625,BUSLVFLX31,13.9655,Geometry=3FLV3/0AAC3/0AAC,0.12
LV1FFLX606,BUSLVFLX626,BUSLVFLX627,9.0814,Linecode=TRPX6AAC,0.12
LV1FFLX607,BUSLVFLX633,BUSLVFLX627,2.5851,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX608,BUSLVFLX630,BUSLVFLX631,9.2146,Linecode=TRPX6AAC,0.12
LV1FFLX609,BUSLVFLX631,BUSLVFLX632,2.9072,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX610,BUSLVFLX635,BUSLVFLX631,0.4661,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX611,BUSLVFLX634,BUSLVFLX633,0.3093,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX612,BUSLVFLX687,BUSLVFLX633,19.4496,Linecode=TRPX6AAC,0.12
LV1FFLX613,BUSLVFLX637,BUSLVFLX634,2.6668,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX614,BUSLVFLX638,BUSLVFLX635,2.5886,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX615,BUSLVFLX666,BUSLVFLX635,12.4381,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX616,BUSLVFLX640,BUSLVFLX637,2.3965,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX617,BUSLVFLX693,BUSLVFLX637,18.6796,Linecode=TRPX6AAC,0.12
LV1FFLX618,BUSLVFLX641,BUSLVFLX638,1.9813,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX619,BUSLVFLX657,BUSLVFLX638,8.6263,Linecode=TRPX6AAC,0.12
LV1FFLX620,BUSLVFLX639,BUSLVFLX640,11.6469,Linecode=TRPX6AAC,0.12
LV1FFLX621,BUSLVFLX647,BUSLVFLX640,2.2752,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX622,BUSLVFLX695,BUSLVFLX640,18.356,Linecode=TRPX6AAC,0.12
LV1FFLX623,BUSLVFLX644,BUSLVFLX641,1.5164,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX624,BUSLVFLX664,BUSLVFLX641,8.4898,Linecode=TRPX6AAC,0.12
LV1FFLX625,BUSLVFLX648,BUSLVFLX644,1.3444,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX626,BUSLVFLX674,BUSLVFLX644,8.5546,Linecode=TRPX6AAC,0.12
LV1FFLX627,BUSLVFLX665,BUSLVFLX645,6.9618,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX628,BUSLVFLX686,BUSLVFLX645,12.2444,Linecode=TRPX6AAC,0.12
LV1FFLX629,BUSLVFLX698,BUSLVFLX645,20.7486,Linecode=TRPX6AAC,0.12
LV1FFLX630,BUSLVFLX646,BUSLVFLX647,11.0119,Linecode=TRPX6AAC,0.12
LV1FFLX631,BUSLVFLX649,BUSLVFLX647,1.9833,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX632,BUSLVFLX653,BUSLVFLX648,1.9789,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX633,BUSLVFLX678,BUSLVFLX648,8.8483,Linecode=TRPX6AAC,0.12
LV1FFLX634,BUSLVFLX650,BUSLVFLX649,10.3838,Linecode=TRPX6AAC,0.12
LV1FFLX635,BUSLVFLX656,BUSLVFLX649,1.5306,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX636,BUSLVFLX699,BUSLVFLX649,18.8588,Linecode=TRPX2AAC,0.12
LV1FFLX637,BUSLVFLX651,BUSLVFLX652,2.0745,Linecode=TRPX6AAC,0.12
LV1FFLX638,BUSLVFLX662,BUSLVFLX652,2.9865,Linecode=TRPX6AAC,0.12
LV1FFLX639,BUSLVFLX663,BUSLVFLX652,2.5487,Linecode=TRPX6AAC,0.12
LV1FFLX640,BUSLVFLX667,BUSLVFLX652,2.7217,Linecode=TRPX6AAC,0.12
LV1FFLX641,BUSLVFLX668,BUSLVFLX652,3.1459,Linecode=TRPX6AAC,0.12
LV1FFLX642,BUSLVFLX655,BUSLVFLX653,0.1648,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX643,BUSLVFLX684,BUSLVFLX653,11.3606,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX644,BUSLVFLX654,BUSLVFLX655,11.7522,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX645,BUSLVFLX670,BUSLVFLX655,2.2083,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX646,BUSLVFLX673,BUSLVFLX656,3.3145,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX647,BUSLVFLX676,BUSLVFLX656,15.7764,Linecode=TRPX6AAC,0.12
LV1FFLX648,BUSLVFLX658,BUSLVFLX659,3.0928,Linecode=TRPX6AAC,0.12
LV1FFLX649,BUSLVFLX660,BUSLVFLX659,3.0334,Linecode=TRPX6AAC,0.12
LV1FFLX650,BUSLVFLX661,BUSLVFLX659,3.4466,Linecode=TRPX6AAC,0.12
LV1FFLX651,BUSLVFLX659,BUSLVFLX688,12.1224,Linecode=TRPX2AAC,0.12
LV1FFLX652,BUSLVFLX675,BUSLVFLX665,2.5267,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX653,BUSLVFLX682,BUSLVFLX665,7.0106,Linecode=TRPX6AAC,0.12
LV1FFLX654,BUSLVFLX685,BUSLVFLX665,7.7472,Linecode=TRPX6AAC,0.12
LV1FFLX655,BUSLVFLX669,BUSLVFLX670,6.5123,Linecode=TRPX6AAC,0.12
LV1FFLX656,BUSLVFLX672,BUSLVFLX670,0.5606,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX657,BUSLVFLX681,BUSLVFLX672,3.6669,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX658,BUSLVFLX729,BUSLVFLX672,36.9979,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX659,BUSLVFLX679,BUSLVFLX673,2.8337,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX660,BUSLVFLX723,BUSLVFLX673,30.0249,Linecode=TRPX2AAC,0.12
LV1FFLX661,BUSLVFLX692,BUSLVFLX675,12.4214,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX662,BUSLVFLX694,BUSLVFLX675,10.1992,Linecode=TRPX6AAC,0.12
LV1FFLX663,BUSLVFLX680,BUSLVFLX681,9.1647,Linecode=TRPX6AAC,0.12
LV1FFLX664,BUSLVFLX688,BUSLVFLX681,4.7534,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX665,BUSLVFLX701,BUSLVFLX688,10.7083,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX666,BUSLVFLX689,BUSLVFLX690,2.6156,Linecode=TRPX6AAC,0.12
LV1FFLX667,BUSLVFLX691,BUSLVFLX690,2.3747,Linecode=TRPX6AAC,0.12
LV1FFLX668,BUSLVFLX690,BUSLVFLX701,15.4486,Linecode=TRPX2AAC,0.12
LV1FFLX669,BUSLVFLX697,BUSLVFLX692,7.782,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX670,BUSLVFLX709,BUSLVFLX692,12.0937,Linecode=TRPX6AAC,0.12
LV1FFLX671,BUSLVFLX696,BUSLVFLX697,7.9276,Linecode=TRPX6AAC,0.12
LV1FFLX672,BUSLVFLX700,BUSLVFLX697,3.3294,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX673,BUSLVFLX702,BUSLVFLX699,4.2767,Linecode=TRPX6AAC,0.12
LV1FFLX674,BUSLVFLX703,BUSLVFLX699,4.0584,Linecode=TRPX6AAC,0.12
LV1FFLX675,BUSLVFLX715,BUSLVFLX700,14.6387,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX676,BUSLVFLX716,BUSLVFLX700,11.4934,Linecode=TRPX6AAC,0.12
LV1FFLX677,BUSLVFLX705,BUSLVFLX701,2.0514,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX678,BUSLVFLX704,BUSLVFLX705,10.4071,Linecode=TRPX6AAC,0.12
LV1FFLX679,BUSLVFLX712,BUSLVFLX705,2.1762,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX680,BUSLVFLX706,BUSLVFLX707,3.6277,Linecode=TRPX6AAC,0.12
LV1FFLX681,BUSLVFLX707,BUSLVFLX708,0.1942,Linecode=TRPX2AAC,0.12
LV1FFLX682,BUSLVFLX710,BUSLVFLX708,3.7895,Linecode=TRPX6AAC,0.12
LV1FFLX683,BUSLVFLX708,BUSLVFLX725,15.4262,Linecode=TRPX2AAC,0.12
LV1FFLX684,BUSLVFLX711,BUSLVFLX712,11.4404,Linecode=TRPX6AAC,0.12
LV1FFLX685,BUSLVFLX714,BUSLVFLX712,2.1426,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX686,BUSLVFLX713,BUSLVFLX714,18.0442,Linecode=TRPX6AAC,0.12
LV1FFLX687,BUSLVFLX718,BUSLVFLX714,4.7071,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX688,BUSLVFLX726,BUSLVFLX714,11.3359,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX689,BUSLVFLX717,BUSLVFLX718,10.1746,Linecode=TRPX6AAC,0.12
LV1FFLX690,BUSLVFLX720,BUSLVFLX718,3.2547,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX691,BUSLVFLX719,BUSLVFLX720,10.6248,Linecode=TRPX6AAC,0.12
LV1FFLX692,BUSLVFLX725,BUSLVFLX720,2.8046,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX693,BUSLVFLX721,BUSLVFLX722,3.8143,Linecode=TRPX6AAC,0.12
LV1FFLX694,BUSLVFLX724,BUSLVFLX722,3.8733,Linecode=TRPX6AAC,0.12
LV1FFLX695,BUSLVFLX722,BUSLVFLX733,12.094,Linecode=TRPX2AAC,0.12
LV1FFLX696,BUSLVFLX727,BUSLVFLX723,4.1953,Linecode=TRPX6AAC,0.12
LV1FFLX697,BUSLVFLX728,BUSLVFLX723,4.2832,Linecode=TRPX6AAC,0.12
LV1FFLX698,BUSLVFLX733,BUSLVFLX725,8.4174,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX699,BUSLVFLX730,BUSLVFLX729,17.3407,Linecode=TRPX6AAC,0.12
LV1FFLX700,BUSLVFLX731,BUSLVFLX729,1.1937,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX701,BUSLVFLX732,BUSLVFLX731,16.1429,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX702,BUSLVFLX734,BUSLVFLX731,0.3273,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX703,BUSLVFLX738,BUSLVFLX733,1.8119,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX704,BUSLVFLX735,BUSLVFLX734,1.2586,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX705,BUSLVFLX750,BUSLVFLX734,7.32,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX706,BUSLVFLX736,BUSLVFLX735,13.5944,Linecode=TRPX6AAC,0.12
LV1FFLX707,BUSLVFLX742,BUSLVFLX735,1.6432,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX708,BUSLVFLX737,BUSLVFLX738,9.535,Linecode=TRPX6AAC,0.12
LV1FFLX709,BUSLVFLX745,BUSLVFLX738,1.3152,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX710,BUSLVFLX739,BUSLVFLX740,2.8836,Linecode=TRPX6AAC,0.12
LV1FFLX711,BUSLVFLX741,BUSLVFLX740,2.3013,Linecode=TRPX6AAC,0.12
LV1FFLX712,BUSLVFLX740,BUSLVFLX784,18.3573,Linecode=TRPX2AAC,0.12
LV1FFLX713,BUSLVFLX743,BUSLVFLX742,13.0626,Linecode=TRPX6AAC,0.12
LV1FFLX714,BUSLVFLX747,BUSLVFLX742,3.2727,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX715,BUSLVFLX765,BUSLVFLX742,8.9828,Linecode=TRPX6AAC,0.12
LV1FFLX716,BUSLVFLX744,BUSLVFLX745,13.4609,Linecode=TRPX6AAC,0.12
LV1FFLX717,BUSLVFLX746,BUSLVFLX745,1.9791,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX718,BUSLVFLX749,BUSLVFLX746,15.8509,Linecode=TRPX6AAC,0.12
LV1FFLX719,BUSLVFLX757,BUSLVFLX746,16.5657,Linecode=TRPX6AAC,0.12
LV1FFLX720,BUSLVFLX762,BUSLVFLX746,6.4706,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX721,BUSLVFLX769,BUSLVFLX746,19.4656,Linecode=TRPX6AAC,0.12
LV1FFLX722,BUSLVFLX748,BUSLVFLX747,12.5983,Linecode=TRPX6AAC,0.12
LV1FFLX723,BUSLVFLX753,BUSLVFLX747,3.8614,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX724,BUSLVFLX770,BUSLVFLX747,8.9166,Linecode=TRPX6AAC,0.12
LV1FFLX725,BUSLVFLX751,BUSLVFLX752,2.676,Linecode=TRPX6AAC,0.12
LV1FFLX726,BUSLVFLX759,BUSLVFLX752,2.5265,Linecode=TRPX6AAC,0.12
LV1FFLX727,BUSLVFLX752,BUSLVFLX766,12.7925,Linecode=TRPX2AAC,0.12
LV1FFLX728,BUSLVFLX754,BUSLVFLX753,12.3732,Linecode=TRPX6AAC,0.12
LV1FFLX729,BUSLVFLX760,BUSLVFLX753,3.3873,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX730,BUSLVFLX772,BUSLVFLX753,8.7631,Linecode=TRPX6AAC,0.12
LV1FFLX731,BUSLVFLX755,BUSLVFLX756,3.9729,Linecode=TRPX6AAC,0.12
LV1FFLX732,BUSLVFLX758,BUSLVFLX756,3.9844,Linecode=TRPX6AAC,0.12
LV1FFLX733,BUSLVFLX756,BUSLVFLX799,21.0393,Linecode=TRPX2AAC,0.12
LV1FFLX734,BUSLVFLX761,BUSLVFLX760,12.0042,Linecode=TRPX6AAC,0.12
LV1FFLX735,BUSLVFLX763,BUSLVFLX760,1.3477,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX736,BUSLVFLX781,BUSLVFLX760,8.903,Linecode=TRPX6AAC,0.12
LV1FFLX737,BUSLVFLX762,BUSLVFLX11,0.343,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX738,BUSLVFLX773,BUSLVFLX762,12.0257,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX739,BUSLVFLX764,BUSLVFLX763,12.0636,Linecode=TRPX6AAC,0.12
LV1FFLX740,BUSLVFLX766,BUSLVFLX763,0.9692,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX741,BUSLVFLX767,BUSLVFLX766,12.3034,Linecode=TRPX6AAC,0.12
LV1FFLX742,BUSLVFLX768,BUSLVFLX766,0.3273,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX743,BUSLVFLX771,BUSLVFLX768,4.6323,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX744,BUSLVFLX787,BUSLVFLX768,9.6687,Linecode=TRPX2AAC,0.12
LV1FFLX745,BUSLVFLX774,BUSLVFLX773,5.2972,Linecode=TRPX6AAC,0.12
LV1FFLX746,BUSLVFLX786,BUSLVFLX773,7.6011,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX747,BUSLVFLX775,BUSLVFLX776,39.8523,Linecode=TRPX6AAC,0.12
LV1FFLX748,BUSLVFLX776,BUSLVFLX777,5.1153,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX749,BUSLVFLX780,BUSLVFLX776,0.9184,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX750,BUSLVFLX778,BUSLVFLX779,1.9927,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX751,BUSLVFLX779,BUSLVFLX782,2.2431,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX752,BUSLVFLX790,BUSLVFLX779,5.842,Linecode=TRPX6AAC,0.12
LV1FFLX753,BUSLVFLX798,BUSLVFLX779,6.4113,Linecode=TRPX6AAC,0.12
