NAME,BUS_FROM,BUS_TO,LENGTH[M],GEOMETRY,BASE_KV
LV1FFLX251,BUSLVFLX276,BUSLVFLX283,9.2357,Linecode=TRPX2AAC,0.12
LV1FFLX252,BUSLVFLX280,BUSLVFLX279,151.8034,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX253,BUSLVFLX279,BUSLVFLX282,5.8247,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX254,BUSLVFLX282,BUSLVFLX283,2.2405,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX255,BUSLVFLX288,BUSLVFLX282,15.6197,Linecode=TRPX6AAC,0.12
LV1FFLX256,BUSLVFLX283,BUSLVFLX285,5.5296,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX257,BUSLVFLX285,BUSLVFLX289,11.69,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX258,BUSLVFLX290,BUSLVFLX285,15.4385,Linecode=TRPX6AAC,0.12
LV3FFLX259,BUSLVFLX287,BUSLVFLX32,4.1569,Geometry=3FLV2AAC2AAC,0.12
LV1FFLX260,BUSLVFLX289,BUSLVFLX291,7.9706,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX261,BUSLVFLX294,BUSLVFLX289,15.3746,Linecode=TRPX6AAC,0.12
LV1FFLX262,BUSLVFLX291,BUSLVFLX292,12.2547,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX263,BUSLVFLX295,BUSLVFLX291,12.3699,Linecode=TRPX2AAC,0.12
LV1FFLX264,BUSLVFLX293,BUSLVFLX292,14.1383,Linecode=TRPX6AAC,0.12
LV1FFLX265,BUSLVFLX292,BUSLVFLX299,12.2757,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX266,BUSLVFLX296,BUSLVFLX295,3.6802,Linecode=TRPX6AAC,0.12
LV1FFLX267,BUSLVFLX297,BUSLVFLX295,3.7665,Linecode=TRPX6AAC,0.12
LV1FFLX268,BUSLVFLX298,BUSLVFLX295,3.696,Linecode=TRPX6AAC,0.12
LV1FFLX269,BUSLVFLX299,BUSLVFLX300,15.1694,Linecode=TRPX6AAC,0.12
LV1FFLX270,BUSLVFLX299,BUSLVFLX307,25.0143,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX271,BUSLVFLX301,BUSLVFLX302,3.4624,Linecode=TRPX2AAC,0.12
LV1FFLX272,BUSLVFLX303,BUSLVFLX302,2.991,Linecode=TRPX2AAC,0.12
LV1FFLX273,BUSLVFLX302,BUSLVFLX309,8.9666,Linecode=TRPX2AAC,0.12
LV1FFLX274,BUSLVFLX304,BUSLVFLX305,3.2142,Linecode=TRPX6AAC,0.12
LV1FFLX275,BUSLVFLX306,BUSLVFLX305,3.2233,Linecode=TRPX6AAC,0.12
LV1FFLX276,BUSLVFLX305,BUSLVFLX309,13.0473,Linecode=TRPX2AAC,0.12
LV1FFLX277,BUSLVFLX308,BUSLVFLX307,13.2136,Linecode=TRPX6AAC,0.12
LV1FFLX278,BUSLVFLX307,BUSLVFLX311,7.3344,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX279,BUSLVFLX310,BUSLVFLX309,9.7012,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX280,BUSLVFLX309,BUSLVFLX319,13.3816,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX281,BUSLVFLX312,BUSLVFLX313,4.3781,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX282,BUSLVFLX314,BUSLVFLX313,9.1002,Linecode=TRPX6AAC,0.12
LV1FFLX283,BUSLVFLX313,BUSLVFLX315,6.0464,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX284,BUSLVFLX315,BUSLVFLX316,2.3217,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX285,BUSLVFLX332,BUSLVFLX315,18.9089,Linecode=TRPX6AAC,0.12
LV1FFLX286,BUSLVFLX317,BUSLVFLX316,7.294,Linecode=TRPX6AAC,0.12
LV1FFLX287,BUSLVFLX316,BUSLVFLX320,5.6693,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX288,BUSLVFLX318,BUSLVFLX319,8.5769,Linecode=TRPX6AAC,0.12
LV1FFLX289,BUSLVFLX319,BUSLVFLX324,5.6654,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX290,BUSLVFLX320,BUSLVFLX321,1.5833,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX291,BUSLVFLX333,BUSLVFLX320,14.6219,Linecode=TRPX6AAC,0.12
LV1FFLX292,BUSLVFLX322,BUSLVFLX321,8.4792,Linecode=TRPX6AAC,0.12
LV1FFLX293,BUSLVFLX321,BUSLVFLX325,1.2106,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX294,BUSLVFLX323,BUSLVFLX324,7.6912,Linecode=TRPX6AAC,0.12
LV1FFLX295,BUSLVFLX324,BUSLVFLX327,2.3761,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX296,BUSLVFLX325,BUSLVFLX328,4.6672,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX297,BUSLVFLX334,BUSLVFLX325,13.4336,Linecode=TRPX4AAC,0.12
LV1FFLX298,BUSLVFLX326,BUSLVFLX327,7.9793,Linecode=TRPX6AAC,0.12
LV1FFLX299,BUSLVFLX327,BUSLVFLX339,13.9057,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX300,BUSLVFLX328,BUSLVFLX329,4.6531,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX301,BUSLVFLX346,BUSLVFLX328,20.0806,Linecode=TRPX6AAC,0.12
LV1FFLX302,BUSLVFLX330,BUSLVFLX329,9.8951,Linecode=TRPX6AAC,0.12
LV1FFLX303,BUSLVFLX329,BUSLVFLX331,5.5341,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX304,BUSLVFLX331,BUSLVFLX341,7.178,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX305,BUSLVFLX350,BUSLVFLX331,17.1743,Linecode=TRPX6AAC,0.12
LV1FFLX306,BUSLVFLX342,BUSLVFLX334,5.8681,Linecode=TRPX4AAC,0.12
LV1FFLX307,BUSLVFLX335,BUSLVFLX336,4.2889,Linecode=TRPX6AAC,0.12
LV1FFLX308,BUSLVFLX337,BUSLVFLX336,3.7294,Linecode=TRPX6AAC,0.12
LV1FFLX309,BUSLVFLX336,BUSLVFLX341,5.935,Linecode=TRPX6AAC,0.12
LV1FFLX310,BUSLVFLX338,BUSLVFLX339,6.2388,Linecode=TRPX4AAC,0.12
LV1FFLX311,BUSLVFLX339,BUSLVFLX340,2.9159,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX312,BUSLVFLX340,BUSLVFLX344,4.7064,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX313,BUSLVFLX347,BUSLVFLX340,13.5883,Linecode=TRPX6AAC,0.12
LV1FFLX314,BUSLVFLX341,BUSLVFLX343,1.9595,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX315,BUSLVFLX343,BUSLVFLX12,7.6084,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX316,BUSLVFLX343,BUSLVFLX348,12.3528,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX317,BUSLVFLX366,BUSLVFLX343,16.9203,Linecode=TRPX6AAC,0.12
LV1FFLX318,BUSLVFLX344,BUSLVFLX345,4.9831,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX319,BUSLVFLX357,BUSLVFLX344,11.1218,Linecode=TRPX6AAC,0.12
LV1FFLX320,BUSLVFLX345,BUSLVFLX359,7.6836,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX321,BUSLVFLX363,BUSLVFLX345,11.7012,Linecode=TRPX6AAC,0.12
LV1FFLX322,BUSLVFLX349,BUSLVFLX348,7.5355,Linecode=TRPX6AAC,0.12
LV1FFLX323,BUSLVFLX348,BUSLVFLX362,6.7123,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX324,BUSLVFLX351,BUSLVFLX352,2.4027,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX325,BUSLVFLX353,BUSLVFLX352,14.4283,Linecode=TRPX6AAC,0.12
LV1FFLX326,BUSLVFLX352,BUSLVFLX354,0.1317,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX327,BUSLVFLX354,BUSLVFLX360,3.2747,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX328,BUSLVFLX371,BUSLVFLX354,9.8153,Linecode=TRPX2AAC,0.12
LV1FFLX329,BUSLVFLX355,BUSLVFLX356,2.4002,Linecode=TRPX6AAC,0.12
LV1FFLX330,BUSLVFLX356,BUSLVFLX395,21.5356,Linecode=TRPX2AAC,0.12
LV1FFLX331,BUSLVFLX358,BUSLVFLX359,9.8452,Linecode=TRPX6AAC,0.12
LV1FFLX332,BUSLVFLX359,BUSLVFLX368,8.5042,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX333,BUSLVFLX372,BUSLVFLX359,11.5787,Linecode=TRPX6AAC,0.12
LV1FFLX334,BUSLVFLX360,BUSLVFLX361,2.8938,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX335,BUSLVFLX378,BUSLVFLX360,8.6846,Linecode=TRPX6AAC,0.12
LV1FFLX336,BUSLVFLX361,BUSLVFLX364,3.1486,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX337,BUSLVFLX384,BUSLVFLX361,8.7558,Linecode=TRPX6AAC,0.12
LV1FFLX338,BUSLVFLX362,BUSLVFLX370,5.9263,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX339,BUSLVFLX386,BUSLVFLX362,10.8948,Linecode=TRPX6AAC,0.12
LV1FFLX340,BUSLVFLX365,BUSLVFLX364,18.122,Linecode=TRPX6AAC,0.12
LV1FFLX341,BUSLVFLX364,BUSLVFLX369,2.7605,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX342,BUSLVFLX385,BUSLVFLX364,8.6081,Linecode=TRPX6AAC,0.12
LV1FFLX343,BUSLVFLX367,BUSLVFLX368,10.3729,Linecode=TRPX6AAC,0.12
LV1FFLX344,BUSLVFLX388,BUSLVFLX368,12.2554,Linecode=TRPX6AAC,0.12
LV1FFLX345,BUSLVFLX368,BUSLVFLX390,11.2832,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX346,BUSLVFLX369,BUSLVFLX376,2.9278,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX347,BUSLVFLX391,BUSLVFLX369,8.2973,Linecode=TRPX6AAC,0.12
LV1FFLX348,BUSLVFLX370,BUSLVFLX380,4.3975,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX349,BUSLVFLX402,BUSLVFLX370,13.8028,Linecode=TRPX6AAC,0.12
LV1FFLX350,BUSLVFLX377,BUSLVFLX371,3.2891,Linecode=TRPX6AAC,0.12
LV1FFLX351,BUSLVFLX379,BUSLVFLX371,2.508,Linecode=TRPX6AAC,0.12
LV1FFLX352,BUSLVFLX383,BUSLVFLX371,2.6137,Linecode=TRPX6AAC,0.12
LV1FFLX353,BUSLVFLX373,BUSLVFLX374,2.727,Linecode=TRPX6AAC,0.12
LV1FFLX354,BUSLVFLX375,BUSLVFLX374,2.193,Linecode=TRPX6AAC,0.12
LV1FFLX355,BUSLVFLX374,BUSLVFLX394,7.5799,Linecode=TRPX2AAC,0.12
LV1FFLX356,BUSLVFLX376,BUSLVFLX394,11.3542,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX357,BUSLVFLX397,BUSLVFLX376,9.4925,Linecode=TRPX6AAC,0.12
LV1FFLX358,BUSLVFLX380,BUSLVFLX381,0.1062,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX359,BUSLVFLX404,BUSLVFLX380,13.0805,Linecode=TRPX6AAC,0.12
LV1FFLX360,BUSLVFLX382,BUSLVFLX381,6.5354,Linecode=TRPX6AAC,0.12
LV1FFLX361,BUSLVFLX381,BUSLVFLX387,4.291,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX362,BUSLVFLX398,BUSLVFLX386,7.5186,Linecode=TRPX6AAC,0.12
LV1FFLX363,BUSLVFLX401,BUSLVFLX386,7.272,Linecode=TRPX6AAC,0.12
LV1FFLX364,BUSLVFLX387,BUSLVFLX392,1.1398,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX365,BUSLVFLX408,BUSLVFLX387,13.0405,Linecode=TRPX6AAC,0.12
LV1FFLX366,BUSLVFLX389,BUSLVFLX390,10.3459,Linecode=TRPX6AAC,0.12
LV1FFLX367,BUSLVFLX390,BUSLVFLX395,3.4569,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX368,BUSLVFLX393,BUSLVFLX392,6.8197,Linecode=TRPX6AAC,0.12
LV1FFLX369,BUSLVFLX392,BUSLVFLX396,3.3516,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX370,BUSLVFLX394,BUSLVFLX406,15.7567,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX371,BUSLVFLX399,BUSLVFLX395,20.4994,Linecode=TRPX6AAC,0.12
LV1FFLX372,BUSLVFLX395,BUSLVFLX406,11.9958,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX373,BUSLVFLX396,BUSLVFLX400,3.6796,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX374,BUSLVFLX410,BUSLVFLX396,13.4358,Linecode=TRPX6AAC,0.12
LV1FFLX375,BUSLVFLX400,BUSLVFLX403,4.2191,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX376,BUSLVFLX411,BUSLVFLX400,13.5306,Linecode=TRPX6AAC,0.12
LV1FFLX377,BUSLVFLX403,BUSLVFLX407,4.2882,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX378,BUSLVFLX416,BUSLVFLX403,14.1279,Linecode=TRPX6AAC,0.12
LV1FFLX379,BUSLVFLX405,BUSLVFLX10,10.0391,Linecode=TRPX6AAC,0.12
LV1FFLX380,BUSLVFLX406,BUSLVFLX412,9.8372,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX381,BUSLVFLX407,BUSLVFLX409,2.9248,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX382,BUSLVFLX417,BUSLVFLX407,14.7597,Linecode=TRPX6AAC,0.12
LV1FFLX383,BUSLVFLX412,BUSLVFLX421,11.1254,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX384,BUSLVFLX422,BUSLVFLX412,9.0178,Linecode=TRPX6AAC,0.12
LV1FFLX385,BUSLVFLX413,BUSLVFLX414,4.2904,Linecode=TRPX6AAC,0.12
LV1FFLX386,BUSLVFLX415,BUSLVFLX414,4.3494,Linecode=TRPX6AAC,0.12
LV1FFLX387,BUSLVFLX414,BUSLVFLX451,20.2484,Linecode=TRPX2AAC,0.12
LV1FFLX388,BUSLVFLX418,BUSLVFLX419,13.9142,Linecode=TRPX6AAC,0.12
LV1FFLX389,BUSLVFLX420,BUSLVFLX419,9.0317,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX390,BUSLVFLX419,BUSLVFLX423,8.1532,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX391,BUSLVFLX421,BUSLVFLX426,7.1495,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX392,BUSLVFLX428,BUSLVFLX421,8.4302,Linecode=TRPX6AAC,0.12
LV1FFLX393,BUSLVFLX423,BUSLVFLX433,6.5387,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX394,BUSLVFLX450,BUSLVFLX423,8.9961,Linecode=TRPX6AAC,0.12
LV1FFLX395,BUSLVFLX424,BUSLVFLX425,2.7282,Linecode=TRPX6AAC,0.12
LV1FFLX396,BUSLVFLX429,BUSLVFLX425,2.627,Linecode=TRPX6AAC,0.12
LV1FFLX397,BUSLVFLX425,BUSLVFLX453,13.955,Linecode=TRPX2AAC,0.12
LV1FFLX398,BUSLVFLX427,BUSLVFLX426,9.8302,Linecode=TRPX6AAC,0.12
LV1FFLX399,BUSLVFLX426,BUSLVFLX437,8.3511,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX400,BUSLVFLX446,BUSLVFLX426,8.5973,Linecode=TRPX6AAC,0.12
LV1FFLX401,BUSLVFLX430,BUSLVFLX431,22.9515,Linecode=TRPX6AAC,0.12
LV1FFLX402,BUSLVFLX451,BUSLVFLX431,7.6914,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX403,BUSLVFLX432,BUSLVFLX433,12.6313,Linecode=TRPX6AAC,0.12
LV1FFLX404,BUSLVFLX433,BUSLVFLX449,5.041,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX405,BUSLVFLX452,BUSLVFLX433,5.8407,Linecode=TRPX6AAC,0.12
LV1FFLX406,BUSLVFLX434,BUSLVFLX435,3.6342,Linecode=TRPX6AAC,0.12
LV1FFLX407,BUSLVFLX436,BUSLVFLX435,3.5356,Linecode=TRPX6AAC,0.12
LV1FFLX408,BUSLVFLX447,BUSLVFLX435,4.1918,Linecode=TRPX6AAC,0.12
LV1FFLX409,BUSLVFLX435,BUSLVFLX478,19.683,Linecode=TRPX2AAC,0.12
LV1FFLX410,BUSLVFLX438,BUSLVFLX437,6.4116,Linecode=TRPX6AAC,0.12
LV1FFLX411,BUSLVFLX437,BUSLVFLX453,6.8989,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX412,BUSLVFLX477,BUSLVFLX437,15.3051,Linecode=TRPX2AAC,0.12
LV1FFLX413,BUSLVFLX439,BUSLVFLX440,6.1316,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX414,BUSLVFLX441,BUSLVFLX440,4.3942,Linecode=TRPX6AAC,0.12
LV1FFLX415,BUSLVFLX440,BUSLVFLX456,6.674,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX416,BUSLVFLX471,BUSLVFLX440,12.8735,Linecode=TRPX6AAC,0.12
LV1FFLX417,BUSLVFLX442,BUSLVFLX443,3.4431,Linecode=TRPX6AAC,0.12
LV1FFLX418,BUSLVFLX444,BUSLVFLX443,3.0312,Linecode=TRPX6AAC,0.12
LV1FFLX419,BUSLVFLX445,BUSLVFLX443,3.1154,Linecode=TRPX6AAC,0.12
LV1FFLX420,BUSLVFLX443,BUSLVFLX485,16.6497,Linecode=TRPX2AAC,0.12
LV1FFLX421,BUSLVFLX448,BUSLVFLX449,13.1929,Linecode=TRPX6AAC,0.12
LV1FFLX422,BUSLVFLX449,BUSLVFLX455,5.5354,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX423,BUSLVFLX459,BUSLVFLX449,5.1234,Linecode=TRPX6AAC,0.12
LV1FFLX424,BUSLVFLX470,BUSLVFLX451,8.897,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX425,BUSLVFLX453,BUSLVFLX464,8.459,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX426,BUSLVFLX454,BUSLVFLX455,13.5112,Linecode=TRPX6AAC,0.12
LV1FFLX427,BUSLVFLX455,BUSLVFLX460,3.2461,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX428,BUSLVFLX463,BUSLVFLX455,4.4562,Linecode=TRPX6AAC,0.12
LV1FFLX429,BUSLVFLX457,BUSLVFLX456,6.6981,Linecode=TRPX6AAC,0.12
LV1FFLX430,BUSLVFLX456,BUSLVFLX458,1.2156,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX431,BUSLVFLX458,BUSLVFLX465,4.7253,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX432,BUSLVFLX467,BUSLVFLX458,6.7264,Linecode=TRPX6AAC,0.12
LV1FFLX433,BUSLVFLX460,BUSLVFLX462,2.7848,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX434,BUSLVFLX472,BUSLVFLX460,5.0193,Linecode=TRPX6AAC,0.12
LV1FFLX435,BUSLVFLX461,BUSLVFLX462,14.7005,Linecode=TRPX6AAC,0.12
LV1FFLX436,BUSLVFLX462,BUSLVFLX468,3.0355,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX437,BUSLVFLX464,BUSLVFLX479,5.0567,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX438,BUSLVFLX482,BUSLVFLX464,7.1491,Linecode=TRPX2AAC,0.12
LV1FFLX439,BUSLVFLX466,BUSLVFLX465,8.4754,Linecode=TRPX6AAC,0.12
LV1FFLX440,BUSLVFLX484,BUSLVFLX465,8.5311,Linecode=TRPX6AAC,0.12
LV1FFLX441,BUSLVFLX465,BUSLVFLX485,7.361,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX442,BUSLVFLX468,BUSLVFLX478,3.6473,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX443,BUSLVFLX507,BUSLVFLX468,11.2299,Linecode=TRPX2AAC,0.12
LV1FFLX444,BUSLVFLX469,BUSLVFLX470,20.6509,Linecode=TRPX6AAC,0.12
LV1FFLX445,BUSLVFLX481,BUSLVFLX470,3.0443,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX446,BUSLVFLX473,BUSLVFLX474,3.4833,Linecode=TRPX6AAC,0.12
LV1FFLX447,BUSLVFLX475,BUSLVFLX474,2.5499,Linecode=TRPX6AAC,0.12
LV1FFLX448,BUSLVFLX476,BUSLVFLX474,3.1887,Linecode=TRPX6AAC,0.12
LV1FFLX449,BUSLVFLX474,BUSLVFLX509,13.6705,Linecode=TRPX2AAC,0.12
LV1FFLX450,BUSLVFLX486,BUSLVFLX477,3.3169,Linecode=TRPX6AAC,0.12
LV1FFLX451,BUSLVFLX487,BUSLVFLX477,3.4029,Linecode=TRPX6AAC,0.12
LV1FFLX452,BUSLVFLX488,BUSLVFLX477,2.942,Linecode=TRPX6AAC,0.12
LV1FFLX453,BUSLVFLX478,BUSLVFLX496,6.6343,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX454,BUSLVFLX479,BUSLVFLX1,2.4708,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX455,BUSLVFLX479,BUSLVFLX489,4.3017,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX456,BUSLVFLX480,BUSLVFLX481,20.2384,Linecode=TRPX6AAC,0.12
LV1FFLX457,BUSLVFLX494,BUSLVFLX481,3.8479,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX458,BUSLVFLX483,BUSLVFLX482,2.4307,Linecode=TRPX6AAC,0.12
LV1FFLX459,BUSLVFLX490,BUSLVFLX482,3.0441,Linecode=TRPX6AAC,0.12
LV1FFLX460,BUSLVFLX495,BUSLVFLX482,3.4601,Linecode=TRPX6AAC,0.12
LV1FFLX461,BUSLVFLX485,BUSLVFLX497,2.7433,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX462,BUSLVFLX499,BUSLVFLX485,7.0419,Linecode=TRPX6AAC,0.12
LV1FFLX463,BUSLVFLX513,BUSLVFLX489,8.546,Linecode=TRPX6AAC,0.12
LV1FFLX464,BUSLVFLX489,BUSLVFLX514,9.111,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX465,BUSLVFLX491,BUSLVFLX492,47.196,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX466,BUSLVFLX492,BUSLVFLX13,3.3901,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX467,BUSLVFLX492,BUSLVFLX506,5.5923,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX468,BUSLVFLX493,BUSLVFLX494,15.9125,Linecode=TRPX6AAC,0.12
LV1FFLX469,BUSLVFLX505,BUSLVFLX494,4.2509,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX470,BUSLVFLX496,BUSLVFLX501,2.4969,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX471,BUSLVFLX528,BUSLVFLX496,12.0469,Linecode=TRPX2AAC,0.12
LV1FFLX472,BUSLVFLX498,BUSLVFLX497,10.3182,Linecode=TRPX6AAC,0.12
LV1FFLX473,BUSLVFLX497,BUSLVFLX502,2.1927,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX474,BUSLVFLX500,BUSLVFLX501,13.9925,Linecode=TRPX6AAC,0.12
LV1FFLX475,BUSLVFLX501,BUSLVFLX510,3.639,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX476,BUSLVFLX503,BUSLVFLX502,10.2656,Linecode=TRPX6AAC,0.12
LV1FFLX477,BUSLVFLX502,BUSLVFLX509,2.4967,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX478,BUSLVFLX511,BUSLVFLX502,4.818,Linecode=TRPX6AAC,0.12
LV1FFLX479,BUSLVFLX504,BUSLVFLX505,9.7601,Linecode=TRPX6AAC,0.12
LV1FFLX480,BUSLVFLX508,BUSLVFLX505,1.1898,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX481,BUSLVFLX530,BUSLVFLX506,18.6826,Linecode=TRPX6AAC,0.12
LV1FFLX482,BUSLVFLX506,BUSLVFLX534,15.7276,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX483,BUSLVFLX515,BUSLVFLX507,3.601,Linecode=TRPX6AAC,0.12
LV1FFLX484,BUSLVFLX516,BUSLVFLX507,3.3453,Linecode=TRPX6AAC,0.12
LV1FFLX485,BUSLVFLX512,BUSLVFLX508,9.6624,Linecode=TRPX6AAC,0.12
LV1FFLX486,BUSLVFLX540,BUSLVFLX508,13.6426,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX487,BUSLVFLX509,BUSLVFLX517,5.4388,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX488,BUSLVFLX522,BUSLVFLX509,6.2152,Linecode=TRPX6AAC,0.12
LV1FFLX489,BUSLVFLX510,BUSLVFLX8,8.452,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX490,BUSLVFLX510,BUSLVFLX521,6.9056,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX491,BUSLVFLX527,BUSLVFLX514,9.5743,Linecode=TRPX2AAC,0.12
LV1FFLX492,BUSLVFLX514,BUSLVFLX529,9.2409,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX493,BUSLVFLX531,BUSLVFLX517,4.9832,Linecode=TRPX6AAC,0.12
LV1FFLX494,BUSLVFLX517,BUSLVFLX532,4.9311,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX495,BUSLVFLX518,BUSLVFLX519,4.0743,Linecode=TRPX6AAC,0.12
LV1FFLX496,BUSLVFLX523,BUSLVFLX519,3.9979,Linecode=TRPX6AAC,0.12
LV1FFLX497,BUSLVFLX519,BUSLVFLX542,13.7636,Linecode=TRPX2AAC,0.12
LV1FFLX498,BUSLVFLX520,BUSLVFLX521,12.0621,Linecode=TRPX6AAC,0.12
LV1FFLX499,BUSLVFLX521,BUSLVFLX525,2.7617,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX500,BUSLVFLX524,BUSLVFLX525,12.4636,Linecode=TRPX6AAC,0.12
LV1FFLX501,BUSLVFLX525,BUSLVFLX542,6.459,Geometry=1FLV3/0AAC3/0AAC,0.12
LV1FFLX502,BUSLVFLX526,BUSLVFLX527,2.3148,Linecode=TRPX6AAC,0.12
