"Hour", "Element", "Normal Amps", "Emerg Amps", "% Normal", "% Emerg", "kVBase", "I1(A)", "I2(A)", "I3(A)"
11.0002777777778, "Line.LV1FFLX878", 85, 600, 116.358523464873, 16.4841241575237, 0, 98.9047449451422, 98.9047429123713, 0 
