Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0668407924534696, 0.00587415504079071, 240.626852832491, 241.554292329765, 0.00373213526529149, -0.000818146535054952, 13.4356869550494
