"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
7.00027777777778, 284.710571189642, 26.9769174404404, 284.710571189642, 285.985774859031, 15.0135835099103, -0.53433302357032, 15.0135835099103
