Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0956179504315015, 0.0101163317906159, 344.224621553405, 346.145805510483, 0.00486893036486588, 0.000946550194531041, 17.5281493135172
