Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.103824543273852, 0.0117110709179877, 373.768355785868, 376.138587738866, 0.00515823706010484, 0.00142781477078586, 18.5696534163774
