"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
6.00027777777778, 324.262658482604, 32.9540624843207, 324.262658482604, 325.932879471259, 16.6523580193873, 2.1015085753411, 16.6523580193873
