Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0900729606896122, 0.00915390624564463, 324.262658482604, 325.932879471259, 0.00462565500538537, 0.000583752382039194, 16.6523580193873
