Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0278772575234341, 0.000354515892142675, 100.358127084363, 100.366241856271, 0.00289694664414848, -0.00214356776132465, 10.4290079189345
