"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
4.00027777777778, 85.6017228909151, -0.457999210166492, 85.6017228909151, 85.6029481102698, 10.24932052627, -7.99343140592978, 10.24932052627
