"Hour", "Element", "Normal Amps", "Emerg Amps", "% Normal", "% Emerg", "kVBase", "I1(A)", "I2(A)", "I3(A)"
21.0002777777778, "Line.LV1FFLX878", 85, 600, 117.599920291217, 16.6599887079224, 0, 99.9599322475345, 99.959930226329, 0 
