"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
13.0002777777778, 373.768355785868, 42.1598553047557, 373.768355785868, 376.138587738866, 18.5696534163774, 5.14013317482908, 18.5696534163774
