Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0284909902178194, 0.000430762739519706, 102.56756478415, 102.579287180601, 0.00290781900730321, -0.00212760635326062, 10.4681484262915
