"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
3.00027777777778, 90.9033047687939, 0.147894651241743, 90.9033047687939, 90.9034250769249, 10.2989070027819, -7.912736851436, 10.2989070027819
