"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
19.0002777777778, 454.367298370496, 55.6567315673631, 454.367298370496, 457.763381669247, 23.2056426107173, 12.4398293694483, 23.2056426107173
