"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
15.0002777777778, 234.833135501783, 20.4673728577251, 234.833135501783, 235.723386369058, 13.3043335262686, -3.15076344151066, 13.3043335262686
