Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0600253296060142, 0.00453596356399504, 216.091186581651, 216.707296763511, 0.00354985175391401, -0.00111163505690085, 12.7794663140904
