Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.131808134522457, 0.0167706233852642, 474.509284280845, 478.334726138366, 0.00669177599911205, 0.00384242737121353, 24.0903935968034
