"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
12.0002777777778, 474.509284280845, 60.3742441869511, 474.509284280845, 478.334726138366, 24.0903935968034, 13.8327385363687, 24.0903935968034
