"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
10.0002777777778, 358.100220947962, 39.489899387148, 358.100220947962, 360.271037410151, 17.7006295974211, 3.95008143566677, 17.7006295974211
