Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0757197168346755, 0.00700324166993041, 272.590980604832, 273.75439907312, 0.00402334947954007, -0.000352403475962723, 14.4840581263442
