"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
16.0002777777778, 261.518327827275, 23.9140572804702, 261.518327827275, 262.609439901134, 14.0596286323186, -1.93371755952172, 14.0596286323186
