"Hour", "Element", "Normal Amps", "Emerg Amps", "% Normal", "% Emerg", "kVBase", "I1(A)", "I2(A)", "I3(A)"
16.0002777777778, "Line.LV1FFLX878", 85, 600, 100.096768112101, 14.1803754825477, 0, 85.0822528952859, 85.0822508840244, 0 
