"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
17.0002777777778, 272.590980604832, 25.2116700117495, 272.590980604832, 273.75439907312, 14.4840581263442, -1.2686525134658, 14.4840581263442
