"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
14.0002777777778, 313.120216010572, 32.6719246313867, 313.120216010572, 314.820146009792, 16.2740847554235, 1.48737698393934, 16.2740847554235
