Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.126213138436249, 0.0154602032131564, 454.367298370496, 457.763381669247, 0.00644601183631037, 0.00345550815818009, 23.2056426107173
