"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0.000277777777777778, 136.345573051989, 5.75396669494812, 136.345573051989, 136.466931612028, 11.047400145689, -6.77596402782424, 11.047400145689
