Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0562103454012193, 0.00400524798352425, 202.35724344439, 202.870299556834, 0.00346296214775331, -0.00126954235213531, 12.4666637319119
