"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
5.00027777777778, 202.35724344439, 14.4188927406873, 202.35724344439, 202.870299556834, 12.4666637319119, -4.5703524676871, 12.4666637319119
