"Hour", "Element", "Normal Amps", "Emerg Amps", "% Normal", "% Emerg", "kVBase", "I1(A)", "I2(A)", "I3(A)"
10.0002777777778, "Line.LV1FFLX878", 85, 600, 137.051635307187, 19.4156483351848, 0, 116.493890011109, 116.493887979234, 0 
