Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0994722835966562, 0.01096941649643, 358.100220947962, 360.271037410151, 0.0049168415548392, 0.00109724484324077, 17.7006295974211
