"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
8.00027777777778, 358.09257612234, 39.1742029237957, 358.09257612234, 360.228970584888, 17.9833680953456, 4.17516431671317, 17.9833680953456
