Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0994701600339833, 0.0108817230343877, 358.09257612234, 360.228970584888, 0.0049953800264849, 0.00115976786575366, 17.9833680953456
