"Hour", "Element", "Normal Amps", "Emerg Amps", "% Normal", "% Emerg", "kVBase", "I1(A)", "I2(A)", "I3(A)"
17.0002777777778, "Line.LV1FFLX878", 85, 600, 101.114535407412, 14.3245591827167, 0, 85.9473550963004, 85.9473530826831, 0 
