Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0990324583756924, 0.0108842080492035, 356.516850152493, 358.663607864555, 0.00490447048352632, 0.00105477364665825, 17.6560937406948
