Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0790862697749006, 0.00749358817790012, 284.710571189642, 285.985774859031, 0.00417043986386398, -0.000148425839880644, 15.0135835099103
