Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.040969494937847, 0.00196523098156806, 147.490181776249, 147.659767579461, 0.00310020470178085, -0.00182174256032445, 11.1607369264111
