Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0726439799520207, 0.00664279368901949, 261.518327827275, 262.609439901134, 0.00390545239786629, -0.000537143766533811, 14.0596286323186
