"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
9.00027777777778, 240.626852832491, 21.1469581468466, 240.626852832491, 241.554292329765, 13.4356869550494, -2.94532752619783, 13.4356869550494
