"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
21.0002777777778, 325.455202460086, 32.8677949745092, 325.455202460086, 327.110655214443, 16.5637604578647, 1.978564674112, 16.5637604578647
