Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0904042229055795, 0.00912994304847477, 325.455202460086, 327.110655214443, 0.00460104457162908, 0.000549601298364445, 16.5637604578647
