0.0475
0.1075
0.025
0.005
0.0
0.030000000000000002
0.0675
0.05
0.0325
0.175
0.15499999999999997
0.1125
0.195
0.09
0.05
0.06
0.09
0.0775
0.035
0.1625
0.125
0.13
0.20249999999999999
0.05500000000000001
