"Hour", "Element", "Normal Amps", "Emerg Amps", "% Normal", "% Emerg", "kVBase", "I1(A)", "I2(A)", "I3(A)"
6.00027777777778, "Line.LV1FFLX878", 85, 600, 127.99012673567, 18.1319346208866, 0, 108.79160772532, 108.791605698605, 0 
