Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0252509179913316, 4.10818475671509E-005, 90.9033047687939, 90.9034250769249, 0.00286080750077274, -0.00219798245873222, 10.2989070027819
