"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
18.0002777777778, 344.224621553405, 36.4187944462171, 344.224621553405, 346.145805510483, 17.5281493135172, 3.40758070031175, 17.5281493135172
