"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
1.00027777777778, 102.56756478415, 1.55074586227094, 102.56756478415, 102.579287180601, 10.4681484262915, -7.65938287173823, 10.4681484262915
