"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
22.0002777777778, 216.091186581651, 16.3294688303822, 216.091186581651, 216.707296763511, 12.7794663140904, -4.00188620484307, 12.7794663140904
