Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.0652314265282731, 0.00568538134936809, 234.833135501783, 235.723386369058, 0.00369564820174128, -0.000875212067086294, 13.3043335262686
