"Hour", "Element", "Normal Amps", "Emerg Amps", "% Normal", "% Emerg", "kVBase", "I1(A)", "I2(A)", "I3(A)"
20.0002777777778, "Transformer.FLX1P_16", 0.753012048192771, 1.12951807228916, 110.793512162229, 73.8623414414859, 0, 0, 0.834288495197506, 0 
20.0002777777778, "Line.LV1FFLX878", 85, 600, 157.676064563033, 22.337442479763, 0, 134.024654878578, 134.024652824959, 0 
