Year, kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
0, 0.119793757821133, 0.0141661853773303, 431.257528156078, 434.262453897235, 0.00600923880246462, 0.00278779478513857, 21.6332596888726
